DonorPostalCode,DonorAge,GenderIdentity,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.
50552,28,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,250,1
40129,41,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,1,1
65603,42,Male,1,0,0,Unknown,Unknown,0,1,10,100,180,0,0,0,290,1
65582,72,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
55785,42,Uknown,0,0,1,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
84714,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,80,0,0,80,1
92131,71,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,29,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
17320,36,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
90280,28,Female,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
60664,85,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
28532,42,Male,0,0,0,Unknown,HOME,0,1,2,0,0,0,0,0,2,1
55554,42,Female,1,0,1,Unknown,HOME,1,7,0,0,0,0,0,0,0,0
68949,42,Female,1,0,0,Unknown,Unknown,0,1,0,0,0,64,0,0,577,1
77873,49,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,204,1
90265,56,Female,1,0,0,Unknown,HOME,1,0,0,100,0,0,0,0,100,1
40440,21,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,25,1
42642,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,600,1
57043,42,Female,1,0,1,Unknown,HOME,1,4,0,0,0,0,0,0,100,1
27343,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,100,100,1
80041,42,Female,0,0,0,Unknown,HOME,0,11,0,0,0,0,0,0,5325,1
77619,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
83854,24,Female,0,0,0,Unknown,HOME,0,0,0,0,0,50,0,0,50,1
26033,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,80,1
49319,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,70,1
26430,35,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
47320,43,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
98165,23,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0
90265,42,Female,1,0,1,Unknown,HOME,0,4,0,0,0,0,75,0,75,1
16681,33,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,340,1
79916,42,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,65,1
72135,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
37385,42,Female,1,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,50,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,20,0,0,0,0,0,20,1
76004,30,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
27343,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
10941,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
17261,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,50,0,0,150,1
72326,42,Male,0,0,0,"$2,500,000-$4,999,999",HOME,0,1,0,0,0,0,0,100,100,1
95926,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,260,1
32716,42,Unknown,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,50,1
95468,28,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
90265,42,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,34,Female,0,0,0,"$100,000-$249,999",HOME,1,0,0,0,0,0,0,0,0,0
61126,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,40,1
13102,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
5863,47,Male,1,0,1,Unknown,HOME,0,1,0,0,40,0,0,0,40,1
81647,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,70,1
90265,42,Male,0,0,0,"$25,000-$49,999",HOME,1,0,0,0,0,0,0,0,0,0
43271,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,445,1
31726,58,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1,1
90265,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,25,1
27323,42,Male,0,0,0,Unknown,HOME,0,1,0,0,1,0,0,0,50,1
90265,31,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,200,1
30552,42,Male,0,0,0,Unknown,HOME,0,0,1,0,0,0,0,0,1,1
85235,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,88,Male,0,0,1,Unknown,HOME,0,6,0,0,0,0,0,0,25,1
65627,27,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1730,1
50456,42,Unknown,0,0,0,Unknown,HOME,0,1,0,0,105,1050,0,0,1155,1
14905,42,Female,0,0,0,"$100,000-$249,999",HOME,1,1,0,0,0,0,0,0,0,0
62268,58,Female,0,0,0,Unknown,HOME,0,0,0,0,0,100,0,100,200,1
79378,42,Male,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
90265,42,Male,0,0,1,Unknown,HOME,0,3,0,0,0,0,0,0,0,0
99694,42,Male,0,0,1,Unknown,HOME,0,4,0,0,20,10,0,0,30,1
38371,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
62432,42,Female,1,0,1,Unknown,HOME,1,2,0,0,0,50,0,0,50,1
25922,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,104,1
33181,27,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
32615,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,20,0,0,30,1
48084,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,10,1
53032,45,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
39057,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,195,1
93232,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1563,1
15254,54,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
19312,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
65721,42,Female,0,0,0,Unknown,HOME,0,5,0,0,0,0,0,0,0,0
90265,42,Male,0,1,0,Unknown,BUSN,1,0,0,0,0,5,0,0,425,1
90265,42,Uknown,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
14874,42,Male,0,0,0,"$25,000-$49,999",HOME,0,7,0,0,0,0,184,0,184,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,Unknown,Unknown,0,0,0,100,25,0,0,0,125,1
76508,62,Female,0,0,0,Unknown,HOME,0,0,40,0,0,0,0,0,40,1
4489,53,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,1,1
90265,40,Male,1,0,1,"$50,000-$99,999",HOME,0,2,0,0,0,0,0,0,0,0
97134,42,Female,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,45,1
90265,42,Female,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
95225,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,10,1
55575,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
60620,70,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,80,1
81334,71,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
74130,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,300,1
59634,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,21,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,75,1
28508,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
2766,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
95568,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
37755,42,Male,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,40,1
57374,42,Female,1,0,1,"$1-$24,999",HOME,1,1,0,0,0,0,0,0,100,1
31659,78,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,120,1
70523,72,Female,1,0,1,Unknown,HOME,1,3,0,0,60,0,340,0,400,1
54656,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,35,1
5731,42,Male,0,0,0,Unknown,HOME,0,3,0,300,0,0,25,0,325,1
79734,35,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
75222,60,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,50,140,1
98198,42,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
1503,42,Male,0,1,0,Unknown,HOME,1,2,0,0,105,0,0,0,105,1
17585,37,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,35,1
34201,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,415,1
62240,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,5,1
33022,42,Female,0,0,0,"$250,000-$499,999",Unknown,0,0,1,0,0,0,0,0,1,1
35448,31,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
8501,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,120,1
90265,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
29123,64,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
23177,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
90265,90,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
17756,4,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,5,1
49120,46,Female,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,15,1
90853,57,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
7938,33,Male,0,0,0,"$250,000-$499,999",CAMP,1,0,0,0,0,0,0,0,0,0
55327,42,Male,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
77053,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
86440,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,36,0,0,320,1
45249,34,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,35,1
96725,42,Male,0,1,0,Unknown,HOME,0,1,0,0,0,0,0,0,100,1
31565,70,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,7,0,0,40,0,0,0,40,1
6144,31,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,20,1
48559,51,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
46332,36,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,392,1
18617,42,Female,0,0,0,Unknown,HOME,0,1,0,1,0,0,0,0,25,1
90265,42,Male,0,0,0,Unknown,HOME,1,6,0,0,5,0,0,0,5,1
90265,42,Uknown,0,0,0,"$100,000-$249,999",HOME,1,1,0,0,0,0,0,0,0,0
16027,88,Male,0,0,1,Unknown,HOME,0,3,0,0,0,0,0,0,0,0
33473,42,Female,1,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,90,1
38141,42,Uknown,1,0,1,"$250,000-$499,999",HOME,0,6,0,0,0,0,0,0,0,0
89418,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,20,1
91508,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
1082,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,15,1
58425,64,Male,0,0,0,Unknown,HOME,0,0,1,0,0,0,0,84,85,1
71910,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,0,0
94547,42,Female,0,0,0,Unknown,HOME,0,1,300,0,0,25,0,0,325,1
89085,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,40,1
43036,56,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
99505,75,Male,0,0,0,Unknown,HOME,0,0,0,150,60,0,0,0,210,1
52338,68,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
78359,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,50,50,1
73118,27,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0
18348,42,Male,1,0,1,"$1-$24,999",HOME,1,0,0,0,0,0,0,220,220,1
38758,42,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,45,1
52651,47,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,15,1
58541,42,Male,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,155,1
30096,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,20,0,0,0,20,1
64145,42,Uknown,0,0,0,Unknown,HOME,0,19,0,0,0,0,0,0,1125,1
99712,42,Male,0,0,0,Unknown,HOME,1,1,0,0,0,5,0,0,5,1
49074,42,Uknown,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
53557,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
68328,42,Female,0,0,0,Unknown,HOME,0,8,0,1,0,0,100,0,560,1
90265,42,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,25,1
58203,42,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
65262,42,Male,0,0,1,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
90265,42,Male,0,0,1,Unknown,HOME,0,1,0,0,25,0,0,0,1685,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,15,1
33571,47,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,494,1
97054,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,264,1
50510,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,105,1
90265,32,Female,0,0,0,Unknown,HOME,1,3,1,60,0,0,0,0,61,1
25365,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,200,1
79720,42,Male,0,0,0,"$25,000-$49,999",Unknown,0,0,0,25,0,0,0,0,25,1
3040,74,Male,0,0,0,Unknown,HOME,0,0,130,0,0,0,0,0,130,1
12767,42,Male,0,1,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
45168,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,250,1
96727,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
6385,57,Male,1,1,1,Unknown,BUSN,0,8,0,0,0,0,0,0,310,1
80833,42,Female,1,0,0,Unknown,HOME,0,0,0,1,0,0,0,0,1,1
92508,47,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,2250,1
78144,58,Unknown,1,1,0,Unknown,Unknown,0,0,0,0,0,200,0,0,200,1
12542,34,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,40,1
83617,30,Female,0,0,0,"$1-$24,999",HOME,1,0,0,0,0,0,0,0,25,1
77004,37,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,279,1
58365,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
34996,51,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,247,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
54863,33,Female,1,0,1,Unknown,HOME,0,2,0,0,0,0,0,0,30,1
90265,42,Female,0,0,1,Unknown,HOME,0,2,0,0,0,0,0,0,70,1
73701,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,250,0,0,250,1
87006,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
55615,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,25,1
78417,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,25,1
90265,42,Female,0,0,0,Unknown,HOME,0,13,0,0,0,0,0,0,770,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,5,1
79079,42,Male,1,0,1,Unknown,HOME,1,2,195,0,0,0,0,100,295,1
90265,42,Female,0,0,0,"$50,000-$99,999",HOME,0,1,0,0,0,0,0,0,1836,1
37869,28,Female,0,0,0,Unknown,HOME,0,0,200,0,0,0,0,0,200,1
90265,35,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,220,1
14881,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
75488,66,Female,1,0,1,Unknown,HOME,0,18,0,0,0,0,75,0,1175,1
59333,42,Male,0,0,1,Unknown,HOME,0,2,0,0,0,0,0,0,1480,1
30563,29,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,195,1
37876,29,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,70,1
24219,42,Female,0,0,1,Unknown,BUSN,0,5,0,0,0,0,0,0,100,1
90265,29,Male,1,1,1,Unknown,BUSN,1,1,0,0,0,0,0,0,1,1
54628,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
61442,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
20550,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,440,1
44654,58,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
43105,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,1,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
94064,25,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0
90265,49,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,580,1
64057,42,Male,1,0,1,Unknown,HOME,1,3,0,0,0,0,0,0,35,1
16405,42,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,350,1
30129,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
71745,42,Male,0,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,3,1
20537,42,Male,0,0,1,Unknown,HOME,0,11,0,0,0,0,0,0,1995,1
61430,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
60164,80,Female,1,0,0,Unknown,HOME,1,1,0,0,0,250,0,0,250,1
28039,23,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,25,1
11778,31,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,25,200,1
58424,42,Male,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,0,100,1
43549,46,Male,1,0,0,Unknown,HOME,0,0,25,0,0,0,0,0,25,1
14461,42,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,1240,1
43119,28,Male,1,0,1,Unknown,HOME,1,3,0,0,0,0,0,0,25,1
43760,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,120,120,1
77376,30,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,110,860,1
2029,42,Female,0,0,0,Unknown,HOME,1,1,1,0,0,0,0,0,1,1
19009,7,Female,0,0,0,Unknown,HOME,1,0,100,0,0,0,0,0,100,1
46071,42,Male,0,1,0,Unknown,HOME,0,0,1,0,0,0,0,0,1,1
28114,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
33430,56,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
37711,42,Female,0,0,0,Unknown,HOME,0,1,0,5,0,0,0,0,5,1
40292,42,Male,0,0,0,Unknown,OTR,0,1,0,0,0,0,0,0,0,0
59806,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,400,1
85301,47,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,120,1
5083,42,Male,0,0,0,Unknown,HOME,0,1,0,0,50,0,0,0,50,1
9612,42,Male,0,0,0,Unknown,HOME,0,9,0,0,0,0,0,0,240,1
96674,42,Male,0,0,1,Unknown,HOME,0,0,10,0,0,0,0,0,495,1
88422,39,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
60929,42,Female,0,0,0,Unknown,HOME,0,5,0,0,0,0,25,0,25,1
29103,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,84,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1,1
62092,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,1,1,1
31044,42,Female,0,0,0,Unknown,HOME,0,1,1,0,0,0,0,0,1,1
88241,28,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,120,120,1
11768,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
40160,42,Female,1,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,0,0
90265,70,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
81243,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
10094,42,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
35237,42,Female,0,0,1,Unknown,HOME,0,1,0,0,10,0,0,0,10,1
42135,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
77043,52,Uknown,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,120,1
79960,43,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,45,1
74026,52,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
55122,22,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
90265,46,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,1,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
28430,61,Female,0,0,0,Unknown,HOME,0,0,0,0,0,150,0,0,320,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,130,1
24902,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,250,1
5356,42,Male,1,0,1,Unknown,HOME,1,16,0,0,0,0,100,0,810,1
15632,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,15,1
90265,42,Male,0,1,0,Unknown,HOME,1,0,300,0,0,0,0,0,300,1
7978,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,"$50,000-$99,999",HOME,0,1,0,0,0,108,0,0,108,1
78959,42,Male,0,0,0,Unknown,HOME,0,1,0,1,0,0,0,0,100,1
16151,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
14261,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
17244,59,Male,0,0,1,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
2565,41,Uknown,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,955,1
70773,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,125,1
80002,51,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
68871,23,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,355,1
97392,42,Female,0,0,0,Unknown,Unknown,0,1,45,0,0,0,0,0,75,1
91946,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,120,1
48767,42,Female,0,0,1,Unknown,HOME,0,3,200,0,0,0,200,0,400,1
55992,42,Female,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
98840,23,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,125,1
22739,43,Female,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
83708,33,Female,1,0,1,Unknown,HOME,1,1,0,0,25,0,0,0,240,1
94161,42,Male,0,0,0,"$1-$24,999",HOME,0,6,0,0,0,0,0,0,265,1
71456,42,Female,0,0,0,Unknown,Unknown,0,4,480,0,0,0,60,0,540,1
36108,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
99918,42,Female,1,0,1,Unknown,HOME,0,1,0,175,0,20,0,0,195,1
13362,42,Female,0,1,0,"$1-$24,999",HOME,1,0,0,0,0,0,0,0,80,1
98262,42,Male,1,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,36,1
17750,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,25,0,0,25,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,1439,1
29578,42,Female,0,0,1,Unknown,BUSN,1,0,0,0,0,0,0,0,0,0
88433,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,105,1
55312,66,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
34208,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,21,1
27812,42,Female,0,0,0,Unknown,HOME,0,6,0,0,0,0,0,0,0,0
75343,38,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,400,1
34079,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,48,0,653,1
90265,42,Female,0,0,0,Unknown,BUSN,0,1,0,0,0,0,0,0,0,0
32447,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
31766,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
30559,42,Male,0,0,0,Unknown,HOME,1,3,0,0,0,0,0,0,0,0
42152,54,Male,1,0,1,Unknown,HOME,1,7,0,0,0,0,0,0,0,0
59926,30,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,590,1
46536,63,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
74521,62,Male,0,0,0,Unknown,HOME,0,0,0,1,0,0,0,0,1,1
27843,42,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
90265,42,Male,1,0,1,Unknown,Unknown,1,2,0,0,0,0,0,0,15,1
22031,29,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,50,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
81620,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
10098,66,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
45172,42,Female,0,0,0,Unknown,HOME,0,6,0,0,0,0,50,0,50,1
56720,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,3,1
63073,42,Female,1,0,1,Unknown,HOME,1,3,0,0,0,0,50,0,50,1
22553,42,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
