DonorPostalCode,DonorAge,GenderIdentity,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.,Anomaly_Label,Anomaly_Score
35490,42,Female,0,0,0,Unknown,HOME,0,1,0,180,144,0,0,0,324,1,1,31.51190251317746
90265,42,Female,0,0,0,"$1,000,000-$2,499,999",HOME,0,2,0,0,0,0,0,0,5250,1,1,25.748786379167466
90265,27,Female,0,0,0,Unknown,CAMP,1,0,0,3000,0,100,0,0,3100,1,1,428.26627231198114
38261,42,Male,0,0,0,Unknown,HOME,0,15,0,0,0,0,500,0,1719,1,1,260.32671779899965
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,50,130,0,0,180,1,1,51.01960407529639
94134,25,Male,1,0,1,Unknown,HOME,1,2,25,0,0,0,0,0,2305,1,1,33.793490497431605
60458,42,Female,0,0,0,Unknown,HOME,0,1,0,804,1200,1150,0,0,3154,1,1,823.3650466226994
63439,42,Female,0,0,1,Unknown,HOME,0,1,100,0,10,0,0,0,500,1,1,41.86884283091664
99579,42,Male,0,0,0,Unknown,HOME,0,1,25,0,0,0,0,0,600,1,1,25.0
9812,42,Male,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,5275,1,1,25.019992006393608
90265,75,Female,0,0,0,Unknown,HOME,0,1,0,0,131,0,0,0,131,1,1,31.811947441173732
96845,42,Male,0,0,0,Unknown,HOME,0,7,0,0,0,0,75,0,180,1,1,26.248809496813376
92546,19,Female,0,0,1,"$1-$24,999",HOME,1,16,1100,0,0,0,0,0,1100,1,1,143.29340529138108
78402,20,Male,0,0,0,Unknown,CAMP,1,0,0,250,150,0,0,0,400,1,1,47.80167361086848
32224,64,Male,0,0,0,Unknown,HOME,1,0,0,100,300,0,0,0,400,1,1,62.457985878508765
75860,42,Male,0,0,1,Unknown,HOME,1,3,50,0,0,0,0,0,180,1,1,22.67156809750927
30223,42,Male,0,0,0,Unknown,HOME,0,9,0,0,0,0,0,0,19760,1,1,930.2166414335964
32099,42,Female,0,0,0,Unknown,HOME,0,2,0,25,50,0,0,0,75,1,1,25.534290669607408
38568,42,Female,0,0,0,Unknown,HOME,1,6,0,0,0,0,45,0,375,1,1,25.11971337416094
25844,42,Female,0,1,0,Unknown,HOME,1,0,1141,0,43,0,0,0,1184,1,1,193.2873508535931
53788,64,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,1,1000,1001,1,1,22.06807649071391
90265,67,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,2775,1,1,38.09199390948182
27814,52,Male,1,0,1,Unknown,HOME,1,1,0,5000,14000,150,0,0,19150,1,1,9029.158598673523
90265,30,Male,1,0,1,Unknown,HOME,1,1,0,150,244,0,0,0,394,1,1,55.12712580935088
97444,42,Female,0,0,0,Unknown,HOME,0,2,0,450,0,0,0,0,450,1,1,67.32755750805164
90265,42,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,40,264,1,1,28.39013913315678
7108,42,Female,0,0,0,Unknown,HOME,0,2,0,200,50,0,0,0,250,1,1,28.6705423736629
21278,42,Male,0,0,0,Unknown,HOME,1,1,0,0,100,0,0,0,300,1,1,45.47526800360829
19103,42,Female,0,0,0,Unknown,HOME,0,2,0,0,300,500,0,0,800,1,1,70.73188814106408
71473,42,Female,1,0,1,Unknown,HOME,1,9,0,0,0,0,100,0,2164,1,1,90.0499861188218
90265,74,Male,1,0,1,Unknown,HOME,1,3,0,0,0,0,240,0,288,1,1,43.62338822237447
65624,42,Female,0,0,0,"$50,000-$99,999",HOME,0,4,30,150,0,0,100,0,280,1,1,110.49886877249016
41351,42,Female,0,0,0,Unknown,HOME,0,5,0,0,0,0,150,180,330,1,1,99.12113800799504
33139,46,Female,1,0,0,Unknown,HOME,0,3,150,0,50,0,0,0,200,1,1,52.40229002629561
90265,42,Male,0,0,0,Unknown,HOME,1,1,0,90,0,100,0,0,190,1,1,75.82875444051551
90265,30,Male,0,0,0,Unknown,HOME,1,0,50,0,0,0,0,0,1525,1,1,51.43928459844674
4775,42,Male,1,0,1,Unknown,BUSN,0,0,0,150,0,100,0,90,5505,1,1,227.22455853186293
27305,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,4564,1,1,89.94442728707543
26218,42,Female,0,0,0,Unknown,HOME,0,8,0,0,55,0,0,0,10260,1,1,205.3850043211529
90265,19,Female,0,0,0,Unknown,CAMP,1,0,120,385,0,0,0,0,505,1,1,145.37537618180048
6701,42,Female,0,1,1,Unknown,HOME,1,1,0,0,200,0,0,60,260,1,1,67.10439627923047
28253,35,Female,0,0,0,Unknown,HOME,0,0,0,400,350,300,0,0,1050,1,1,207.84609690826528
85359,85,Male,0,0,0,Unknown,HOME,0,0,140,0,0,0,10,0,150,1,1,26.1725046566048
65534,42,Female,0,0,0,Unknown,HOME,0,18,0,0,0,0,6000,0,6000,1,1,1414.4840048583087
55459,39,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,4175,1,1,41.617304093369626
90265,42,Male,1,0,1,Unknown,HOME,1,30,0,0,0,0,0,0,1195,1,1,21.656407827707714
77705,56,Female,0,0,0,Unknown,HOME,0,0,0,200,100,120,0,0,420,1,1,135.6318546654878
45132,85,Female,0,0,0,Unknown,HOME,1,0,0,120,195,0,0,0,315,1,1,43.46262762420146
32208,90,Female,0,0,0,"$100,000-$249,999",HOME,0,0,0,0,0,0,0,1210,1210,1,1,177.72450590731714
3830,42,Male,0,1,0,Unknown,HOME,1,8,0,0,0,0,0,0,8140,1,1,143.40850741849314
28762,23,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,25,519,1,1,27.0
74561,42,Male,0,0,1,Unknown,HOME,0,1,0,0,145,25,0,0,170,1,1,31.606961258558215
10132,42,Female,0,0,0,Unknown,Unknown,0,0,130,0,0,0,0,0,255,1,1,31.984371183438952
12811,45,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,750,750,1,1,70.79548008171143
90265,42,Male,1,0,1,Unknown,Unknown,1,11,0,0,0,0,100,0,10600,1,1,102.58167477673582
26438,42,Female,0,0,1,"$50,000-$99,999",HOME,0,1,0,0,500,230,0,0,730,1,1,148.52272553383875
85609,42,Female,0,0,0,Unknown,HOME,0,1,850,5,0,0,0,0,855,1,1,146.90132742763083
58381,66,Female,0,0,0,"$100,000-$249,999",HOME,1,0,0,100,250,390,0,0,740,1,1,120.65239326262865
56241,42,Female,0,0,1,"$25,000-$49,999",HOME,0,3,0,0,0,0,378,0,378,1,1,22.64950330581225
38132,42,Male,1,0,1,"$100,000-$249,999",HOME,1,10,1,0,0,0,0,150,1543,1,1,115.10864433221339
90265,42,Male,0,0,1,Unknown,Unknown,0,0,0,450,120,0,0,0,570,1,1,67.468511173732
12901,42,Female,0,0,0,Unknown,HOME,0,6,0,40,0,0,60,0,100,1,1,41.27953488110059
90265,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,110,575,1,1,60.860496218811754
2207,35,Female,0,0,0,Unknown,HOME,0,0,7000,6000,0,100,0,330,13430,1,1,5211.895144762603
27508,23,Male,1,0,0,"$1-$24,999",HOME,1,0,0,0,0,251,0,100,351,1,1,117.15801295686096
90265,42,Female,0,0,1,Unknown,HOME,0,4,0,1000,0,200,40,0,1240,1,1,252.8873266891799
92531,42,Female,0,0,0,Unknown,HOME,1,19,0,0,0,0,0,0,2960,1,1,34.52535300326414
68401,65,Female,0,1,1,Unknown,HOME,0,8,0,0,0,0,0,0,1043,1,1,23.345235059857504
90265,42,Female,0,0,0,Unknown,HOME,0,1,1,0,0,0,0,100,1950,1,1,100.01499887516871
12066,42,Female,0,0,0,Unknown,HOME,0,10,0,0,1,0,500,0,610,1,1,96.44687656943589
28678,44,Female,0,0,0,Unknown,HOME,0,0,0,0,0,40,23,0,250,1,1,28.337254630609507
18453,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,1000,0,0,20,1330,1,1,242.74884139785303
10703,39,Female,1,0,1,Unknown,HOME,1,0,2500,0,425,0,0,0,11502,1,1,2305.2986791303206
90265,64,Male,1,0,1,Unknown,HOME,1,18,150,0,0,0,0,0,11425,1,1,169.5906837063876
32822,61,Male,0,0,0,Unknown,HOME,1,0,0,300,260,0,0,0,560,1,1,112.57441982972864
10931,42,Female,1,0,0,"$250,000-$499,999",HOME,0,0,0,0,1000,130,0,0,1130,1,1,82.80700453464067
26812,38,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,36033,1,1,1845.0699173744067
54540,42,Male,0,0,0,Unknown,HOME,0,9,200,0,0,0,0,0,2044,1,1,177.27097901235837
32591,82,Female,0,0,0,Unknown,HOME,1,0,500,90,1065,0,0,0,1655,1,1,198.29775591266787
54904,42,Female,0,0,1,Unknown,HOME,0,1,0,0,5,50,0,0,25330,1,1,235.44638455495553
1013,42,Female,0,0,0,Unknown,HOME,0,1,0,100,276,500,0,0,876,1,1,128.31211945876353
30597,64,Male,0,0,0,"$100,000-$249,999",CAMP,1,0,0,0,0,50,0,190,240,1,1,61.94352266379432
90265,42,Male,0,0,0,Unknown,HOME,1,3,0,0,101,84,0,0,185,1,1,59.481089431852205
88514,42,Male,0,0,0,Unknown,Unknown,0,10,0,0,0,0,0,0,2040,1,1,21.93171219946131
26347,42,Unknown,0,0,0,Unknown,HOME,1,1,0,3000,0,100,0,0,3100,1,1,426.67083331298846
25204,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,320,0,0,320,1,1,27.65863337187866
79832,42,Male,0,0,1,"$250,000-$499,999",HOME,0,16,0,0,0,0,0,0,1900,1,1,25.514701644346147
46940,42,Male,0,0,1,Unknown,HOME,0,1,0,0,210,1000,0,0,1210,1,1,261.6333312099206
75550,33,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,700,700,1,1,57.28001396647874
82219,42,Male,0,0,0,Unknown,HOME,1,1,0,0,0,75,0,0,400,1,1,44.35087372307337
90265,30,Female,1,0,1,Unknown,HOME,0,1,1,0,0,1800,0,0,1801,1,1,787.62110179959
90265,66,Female,0,0,0,Unknown,HOME,0,0,0,225,250,500,0,0,975,1,1,164.42627527253666
90265,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,5075,1,1,27.129319932501073
20566,42,Male,0,0,0,Unknown,HOME,0,6,0,0,0,0,431,0,431,1,1,36.49657518178932
90265,42,Female,0,0,1,Unknown,HOME,0,9,0,0,0,110,100,0,5669,1,1,225.26428922490135
90265,42,Male,0,0,0,"$100,000-$249,999",HOME,0,1,180,0,0,0,0,0,1124,1,1,130.70577645995604
28753,42,Male,0,0,0,Unknown,HOME,0,2,0,0,40,250,0,0,290,1,1,49.76946855251722
60912,42,Female,0,0,0,Unknown,HOME,0,2,10000,0,6000,0,0,5000,39052,1,1,10329.236564238425
21046,42,Female,0,0,0,Unknown,HOME,0,4,0,35,0,0,0,0,500,1,1,22.715633383201094
62991,42,Male,0,0,1,Unknown,HOME,1,12,200,0,0,0,100,0,1043,1,1,145.33409785731632
62361,27,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,76500,1,1,6438.184992682332
49884,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,5200,1,1,26.92582403567252
85344,63,Unknown,1,1,1,Unknown,Unknown,1,4,0,0,100,0,0,0,150,1,1,27.367864366808018
38542,42,Male,0,0,0,Unknown,HOME,0,6,0,0,0,0,50,0,350,1,1,41.31585652022719
90265,64,Male,0,0,0,Unknown,HOME,0,0,375,0,0,0,0,244,619,1,1,219.61329650091773
10211,33,Female,0,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,10585,1,1,94.86832980505137
94030,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,0,750,0,750,1,1,73.61385739111897
64118,74,Male,1,0,1,Unknown,HOME,1,4,0,0,0,0,444,0,444,1,1,39.230090491866065
28353,21,Male,0,0,0,Unknown,HOME,0,0,0,250,250,0,0,1,501,1,1,81.83520025025906
16311,37,Female,0,1,0,Unknown,HOME,1,0,0,1500,2500,0,0,0,4000,1,1,643.488150629054
90265,81,Male,1,0,1,Unknown,Unknown,0,4,0,0,0,250000,1250000,10000,1510000,1,1,1268548.8583917452
70067,60,Male,0,0,1,Unknown,HOME,1,20,0,0,0,0,24,0,1025,1,1,32.37282811247729
12885,42,Male,0,0,0,Unknown,HOME,0,10,0,20,0,0,0,0,5185,1,1,44.78839135311738
52316,33,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,4175,1,1,42.473521163190604
90265,55,Female,1,0,1,Unknown,HOME,0,3,0,0,0,300,0,0,1335,1,1,265.3375209049787
90265,40,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,9377,1,1,79.41662294507366
32239,42,Male,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,1752,1752,1,1,207.1907333835179
90265,55,Male,1,0,1,"$1-$24,999",HOME,0,0,500,0,500,270,0,0,1270,1,1,208.73907157022617
38583,42,Male,0,0,0,Unknown,HOME,1,10,200,0,0,0,60,0,1480,1,1,168.43099477233991
66043,42,Male,1,0,0,Unknown,HOME,0,11,0,250,300,230,0,0,780,1,1,124.83989746871791
78044,42,Male,0,0,0,Unknown,HOME,1,10,0,0,0,0,130,0,560,1,1,32.89376840679705
90265,34,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,43000,1,1,3000.0
29240,42,Male,0,0,0,Unknown,HOME,0,1,0,140,1,0,0,0,2250,1,1,140.00357138301865
48086,42,Female,0,0,0,Unknown,HOME,0,1,0,40,0,210,0,0,360,1,1,72.80109889280519
90265,42,Female,0,0,1,Unknown,HOME,0,12,0,0,0,0,35,0,1085,1,1,37.376463182061514
8403,4,Female,0,0,0,Unknown,HOME,0,0,150,0,0,0,0,0,150,1,1,31.38470965295043
1984,27,Female,0,0,0,"$50,000-$99,999",HOME,1,0,0,40,0,0,23,0,63,1,1,27.910571473905726
36047,34,Female,1,0,1,Unknown,BUSN,1,4,0,0,0,0,40,0,150,1,1,22.15851980616034
44097,38,Female,1,0,1,Unknown,Unknown,1,3,0,0,0,25,0,360,385,1,1,44.37341546466758
33583,28,Female,0,0,0,"$500,000-$999,999",HOME,0,0,0,8772,0,0,0,0,8772,1,1,4786.665436397242
88252,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,120,0,240,360,1,1,121.89339604752999
45363,51,Male,1,0,1,Unknown,HOME,1,2,0,25,0,0,300,0,325,1,1,35.21363372331802
47705,42,Male,1,0,1,Unknown,HOME,0,1,60,0,0,0,96,0,280,1,1,67.3349834781297
80801,50,Male,1,0,1,Unknown,HOME,1,1,0,0,50,0,0,0,150,1,1,25.709920264364882
46865,42,Male,1,0,0,Unknown,HOME,0,4,5000,0,3400,0,2,15000,23402,1,1,11135.770606473538
22923,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,30,8000,1,1,177.89322640280602
90845,42,Male,0,0,0,Unknown,HOME,0,9,0,0,0,0,0,0,2680,1,1,35.0
65715,27,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,4000,1,1,43.669211121796096
54874,42,Female,0,0,0,Unknown,HOME,0,0,0,1000,0,1153,0,0,2153,1,1,238.28134631145593
90265,42,Female,0,0,0,Unknown,HOME,0,3,0,220,20,0,0,132,372,1,1,147.0068025636909
90265,66,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,112,0,180,1,1,35.185224171518364
76935,42,Male,0,1,1,Unknown,HOME,1,7,0,0,0,0,0,700,700,1,1,57.02630971753301
61735,52,Male,1,0,1,Unknown,HOME,1,2,0,0,0,50,0,0,360,1,1,41.617304093369626
95694,55,Male,1,0,0,Unknown,Unknown,0,1,75,0,130,0,0,0,205,1,1,63.00793600809346
2124,32,Male,1,0,0,Unknown,CAMP,1,0,0,0,0,200,0,0,255,1,1,41.20679555607303
14855,55,Male,0,0,0,Unknown,HOME,0,0,0,120,175,0,0,0,295,1,1,34.92849839314596
45819,42,Female,0,0,0,Unknown,HOME,0,1,0,88,300,1793,1,0,2182,1,1,794.8075238697731
90265,77,Male,1,0,1,Unknown,BUSN,1,12,0,0,0,0,825,0,13014,1,1,836.7090294720142
70187,40,Male,1,0,1,Unknown,HOME,1,0,1000,0,300,350,0,0,1650,1,1,400.1187323782779
76063,42,Male,1,0,1,Unknown,HOME,1,1,0,100,300,80,0,180,660,1,1,217.60744472558838
55319,37,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,200,0,865,1,1,105.49881515922347
24634,82,Female,0,0,0,"$50,000-$99,999",HOME,1,0,0,0,0,425,0,0,425,1,1,49.0
56075,42,Female,0,0,1,"$50,000-$99,999",HOME,1,1,0,0,0,0,50,24,91,1,1,25.98076211353316
90265,43,Female,1,0,1,Unknown,OTR,1,0,6000,3000,3500,0,0,0,50000,1,1,7313.825674706774
90265,42,Male,0,0,1,"$25,000-$49,999",HOME,0,8,0,0,0,0,300,0,4429,1,1,280.3533484729583
64849,42,Unknown,0,1,0,Unknown,HOME,1,0,0,270,0,0,0,0,620,1,1,144.665130560201
75572,42,Female,0,0,0,Unknown,HOME,0,1,0,480,240,205,0,0,925,1,1,196.25493624365222
90265,42,Male,0,0,0,Unknown,HOME,0,1,1000,0,1200,150,0,0,2350,1,1,414.5202045739146
36623,42,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,50,400,1,1,47.45524207081869
86411,47,Male,0,0,0,Unknown,HOME,0,0,150,0,0,25,20,0,489,1,1,62.56996084384263
78081,42,Male,0,1,1,Unknown,HOME,0,2,0,0,0,25,0,0,310,1,1,22.494443758403985
36102,42,Female,0,0,0,Unknown,Unknown,0,0,0,160,75,0,0,0,235,1,1,28.30194339616981
7191,42,Female,0,0,0,Unknown,HOME,1,1,0,120,200,0,0,101,421,1,1,118.62546101069533
37818,26,Female,0,0,0,"$50,000-$99,999",HOME,1,0,0,0,0,0,50,50,100,1,1,52.602281319349636
90265,42,Male,0,0,0,Unknown,HOME,0,3,120,0,200,0,0,0,1380,1,1,226.03539545832197
90265,42,Female,0,1,0,Unknown,HOME,1,1,0,0,1000,0,0,0,1000,1,1,141.42842712835352
1773,65,Female,1,0,0,Unknown,HOME,1,0,0,360,0,0,0,0,360,1,1,46.20606020859169
6720,77,Male,1,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,920,1,1,31.176914536239792
50395,42,Male,1,0,1,Unknown,HOME,1,13,0,0,0,0,0,0,5111,1,1,52.421369688324624
15943,42,Male,1,0,1,Unknown,HOME,1,30,0,0,1,0,0,0,885,1,1,27.313000567495326
47536,46,Female,0,0,0,Unknown,HOME,1,0,0,230,100,20,0,0,350,1,1,29.171904291629644
94705,42,Female,1,0,1,Unknown,HOME,1,10,0,0,0,0,0,30,545,1,1,31.04834939252005
92833,42,Male,0,0,0,Unknown,Unknown,0,1,165,0,0,0,0,0,285,1,1,45.221676218380054
90265,42,Female,0,0,1,Unknown,HOME,0,4,0,0,0,0,25,0,390,1,1,25.11971337416094
83853,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,450,450,1,1,35.369478367654786
57245,42,Male,1,0,1,Unknown,HOME,0,0,180,0,0,0,0,0,250,1,1,38.84584919911006
27809,42,Male,0,1,0,Unknown,Unknown,0,1,0,0,5000,180,0,0,5180,1,1,254.56236956785267
62443,42,Male,0,0,0,Unknown,HOME,0,4,0,0,0,0,50,110,175,1,1,51.254268114957995
7641,42,Female,0,0,1,"$1-$24,999",Unknown,0,6,470,0,0,0,0,0,470,1,1,30.95157508108432
32094,42,Female,1,0,0,Unknown,HOME,0,9,0,0,0,0,100,0,10525,1,1,117.08116842601119
9088,42,Female,0,1,0,"$1-$24,999",HOME,1,0,25,0,0,0,0,0,100000,1,1,1843.1440529703586
90265,42,Male,0,1,0,Unknown,HOME,0,0,100,100,85,0,0,0,285,1,1,95.66608594481119
43151,36,Male,1,0,1,"$250,000-$499,999",Unknown,1,0,0,0,100,25,0,0,125,1,1,29.832867780352597
16734,75,Female,1,0,1,Unknown,HOME,0,4,1833,0,0,0,0,25,15075,1,1,1833.6144632937426
42501,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,60,120,0,461,1,1,84.53401682163222
9603,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,5500,5500,1,1,707.1180948045383
58258,42,Female,0,0,1,Unknown,HOME,0,10,0,0,0,0,0,0,5892,1,1,30.01666203960727
73020,82,Female,0,0,0,Unknown,HOME,1,0,0,25,0,0,0,0,60,1,1,25.199206336708304
87060,42,Female,0,0,0,Unknown,HOME,0,1,2463,0,0,0,0,0,5500,1,1,1862.4371130322763
13141,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,1210,1210,1,1,171.13152836341993
97733,23,Male,0,0,0,Unknown,CAMP,1,0,0,20,0,25,0,0,45,1,1,24.413111231467404
55769,58,Female,1,1,1,Unknown,BUSN,1,9,0,0,0,25,0,0,5892,1,1,42.261093218230876
54307,42,Male,0,0,0,Unknown,HOME,0,28,0,0,0,0,510,0,11130,1,1,485.3606906209031
36061,87,Female,0,0,1,Unknown,HOME,0,8,0,0,0,0,0,0,5117,1,1,72.9657453878188
90265,42,Female,0,0,0,"$1-$24,999",HOME,0,15,388,0,0,0,0,0,5325,1,1,389.2801048088638
4257,74,Male,0,0,0,Unknown,HOME,1,0,0,500,0,0,0,0,500,1,1,32.01562118716424
12177,35,Female,1,0,1,Unknown,HOME,1,0,0,600,400,0,0,0,1000,1,1,250.20591519786257
24248,31,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,100,0,5048,1,1,100.87616170334793
90265,42,Female,0,0,1,Unknown,HOME,1,3,0,0,25,0,25,0,50,1,1,25.03996805109783
38040,42,Female,0,0,0,"$100,000-$249,999",HOME,0,15,0,72,0,0,0,0,78466,1,1,7845.903262212707
58792,42,Female,1,0,0,Unknown,HOME,1,7,0,0,0,0,50,0,440,1,1,50.0999001995014
65246,51,Male,0,0,0,Unknown,HOME,0,0,50,0,0,30,0,0,80,1,1,32.109188716004645
68902,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,75,0,2185,1,1,69.3757882838098
41268,42,Male,1,0,0,Unknown,HOME,0,14,0,0,0,0,0,0,4305,1,1,37.8549864614954
90265,59,Male,1,1,0,Unknown,Unknown,0,1,0,0,0,35,0,0,1063,1,1,39.56008088970496
59703,29,Female,1,0,1,Unknown,Unknown,1,2,0,0,70,0,0,0,624,1,1,65.68104749469211
80541,22,Male,0,0,0,Unknown,HOME,1,0,0,180,0,0,0,1,200,1,1,24.454038521274967
15847,31,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,7504,1,1,54.38749856354859
75370,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,100,0,254,1,1,32.31098884280702
90265,42,Female,0,0,0,"$25,000-$49,999",HOME,0,1,0,0,0,125,0,0,255,1,1,47.12748667179272
15817,42,Male,0,0,0,Unknown,HOME,0,10,0,0,0,0,0,0,2571,1,1,23.259406699226016
77505,42,Female,0,0,1,Unknown,HOME,1,20,0,0,0,0,0,0,2425,1,1,25.03996805109783
40591,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,2300,1,1,22.090722034374522
68827,56,Male,1,0,1,"$250,000-$499,999",HOME,1,16,0,0,0,0,1500,0,1500,1,1,353.94773625494486
4669,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,50,170,0,220,1,1,56.45352070508977
88103,74,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,100,500,600,1,1,126.58988901172162
30522,42,Male,0,0,0,Unknown,HOME,0,20,0,0,0,0,95,0,800,1,1,51.234753829797995
56396,42,Female,0,0,0,Unknown,HOME,0,3,0,0,200,0,0,0,737,1,1,130.83577492413914
57214,53,Female,1,0,1,Unknown,HOME,1,2,25,0,0,120,0,0,145,1,1,31.76476034853718
75181,42,Male,0,0,0,"$500,000-$999,999",HOME,1,1,0,545,0,0,0,0,545,1,1,55.235857918565905
90265,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,100,0,0,672,1,1,62.20932405998316
74403,74,Male,1,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,1890,1,1,35.369478367654786
83202,42,Female,0,0,1,Unknown,HOME,0,6,0,265,200,100,0,0,565,1,1,123.48684140425651
90265,42,Female,0,0,0,"$500,000-$999,999",Unknown,0,0,0,28560,20000,20000,13080,0,1594286,1,1,803812.3092669084
49969,72,Male,1,0,1,Unknown,HOME,1,12,0,0,0,0,100,0,34105,1,1,1558.7042695777798
90265,42,Female,0,0,0,Unknown,HOME,0,2,0,0,5500,0,0,0,5500,1,1,643.5930391171116
33050,77,Male,0,0,0,Unknown,HOME,0,0,0,120,200,0,0,0,345,1,1,43.04648650006177
31736,42,Female,0,0,0,"$1-$24,999",HOME,0,15,0,0,0,0,2500,0,2500,1,1,707.2665692650827
33883,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,200,0,0,300,1,1,64.31174076325411
66517,60,Female,1,0,1,"$25,000-$49,999",HOME,1,3,0,0,0,0,200,0,270,1,1,49.66890375275057
12194,42,Male,0,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,4000,1,1,40.8166632639171
96552,42,Male,0,0,0,"$1-$24,999",BUSN,0,1,0,500,95,0,0,0,595,1,1,36.51027252705737
95031,42,Male,0,0,0,Unknown,HOME,0,3,0,40,0,0,75,0,115,1,1,32.46536616149585
58579,42,Male,0,0,1,Unknown,HOME,0,10,100,0,0,0,0,1,732,1,1,82.915619758885
68842,19,Female,0,0,0,Unknown,HOME,1,0,0,357,0,0,0,0,357,1,1,39.48417404479927
90265,88,Male,0,0,1,Unknown,HOME,0,16,0,0,0,0,0,0,101025,1,1,2867.5102440967844
90265,83,Male,0,0,0,Unknown,HOME,1,0,0,50,0,0,0,0,275,1,1,46.09772228646444
9360,42,Female,0,0,0,Unknown,HOME,0,9,0,0,0,0,100,0,39005,1,1,1259.18505391384
10464,43,Female,1,0,1,Unknown,HOME,1,1,0,83,500,275,0,0,1300,1,1,324.49036965678965
90265,42,Female,0,0,0,Unknown,HOME,0,1,20,0,0,0,200,0,220,1,1,28.284271247461902
57767,42,Female,0,0,0,Unknown,HOME,1,0,0,0,0,30,0,0,370,1,1,28.965496715920477
71474,42,Female,1,0,1,"$1-$24,999",HOME,1,12,0,0,0,0,80,0,523,1,1,29.34280150224242
7501,42,Male,0,0,0,Unknown,HOME,0,3,0,80,30,0,0,0,110,1,1,25.573423705088842
94970,42,Female,1,0,0,Unknown,HOME,1,1,1,0,0,0,0,750,751,1,1,70.02856560004639
10065,28,Male,1,0,1,Unknown,BUSN,1,1,0,0,0,0,0,0,120510,1,1,14679.001805299977
97535,32,Female,0,0,0,"$1-$24,999",HOME,1,0,0,0,0,0,0,100,235,1,1,40.311288741492746
42733,42,Female,0,0,0,Unknown,HOME,0,1,0,0,100,0,0,0,420,1,1,73.21885003194191
74189,29,Female,0,0,0,Unknown,HOME,0,0,0,330,0,0,0,0,330,1,1,31.144823004794873
31033,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,700,0,700,1,1,68.16890786861705
90265,42,Female,1,0,1,Unknown,HOME,0,1,260,20,0,0,0,0,280,1,1,26.92582403567252
98670,42,Female,0,0,0,Unknown,HOME,1,9,0,1,0,0,200,0,530,1,1,80.63498000247783
49812,42,Male,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,25,1200,1,1,25.019992006393608
