DonorPostalCode,DonorAge,GenderIdentity,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.,Anomaly_Label,Anomaly_Score
45775,33,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
70507,42,Unknown,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,40,1,0,0.0
55009,40,Male,1,0,1,"$1,000,000-$2,499,999",HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
37165,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,0,60,1,0,1.4142135623730951
90265,38,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
37818,75,Female,0,0,0,Unknown,HOME,0,0,0,300,171,0,0,0,471,1,1,68.2934843158555
78270,22,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,360,1,0,5.916079783099616
20303,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
57438,38,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,10,0,10,1,0,4.0
90265,42,Male,1,0,0,Unknown,Unknown,0,2,0,0,0,0,0,0,140,1,0,1.4142135623730951
58331,60,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
23620,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
99761,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0,0,0.0
31404,42,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,95,1,0,0.0
90265,42,Male,1,0,1,Unknown,BUSN,0,4,0,0,0,0,0,0,0,0,0,0.0
90265,42,Unknown,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,100,1,0,0.0
90265,43,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,24,24,1,0,2.23606797749979
22968,42,Female,0,0,0,Unknown,HOME,0,1,100,0,0,0,144,0,244,1,1,62.281618476080084
28425,43,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
24006,72,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,58,Male,0,0,0,"$100,000-$249,999",HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
33524,42,Male,0,0,0,Unknown,Unknown,0,2,0,0,0,0,0,0,60,1,0,0.0
37815,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,1,0,0,1,1,0,1.0
93255,64,Female,0,0,0,"$50,000-$99,999",HOME,0,0,25,0,0,50,0,0,75,1,1,30.298514815086232
90265,42,Female,0,0,1,Unknown,Unknown,0,0,20,0,0,0,0,0,84,1,0,6.708203932499369
50623,42,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
60117,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,200,200,1,0,1.0
76873,42,Female,0,0,0,Unknown,HOME,0,1,0,180,20,0,0,0,200,1,1,25.514701644346147
76041,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,1,1,0,0.0
52627,42,Male,0,0,0,"$250,000-$499,999",HOME,0,7,0,0,0,0,0,0,0,0,0,0.0
17366,39,Female,0,0,0,Unknown,HOME,0,0,0,120,0,0,0,0,120,1,0,3.1622776601683795
37058,56,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,100,1,0,1.0
2241,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,30,Male,1,0,1,Unknown,HOME,1,1,0,0,0,40,0,0,40,1,0,4.47213595499958
48140,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
50008,42,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
52772,42,Female,0,0,0,Unknown,HOME,1,1,0,0,0,20,0,0,75,1,0,10.816653826391969
55909,42,Female,1,0,1,Unknown,HOME,1,5,0,10,0,0,144,0,154,1,0,12.449899597988733
16848,84,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,1,350,1,0,15.7797338380595
28467,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0.0
11556,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,264,0,0,264,1,0,11.40175425099138
32837,44,Male,0,0,1,Unknown,HOME,1,3,20,0,0,0,0,0,250,1,0,20.149441679609886
61070,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0.0
19194,76,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,140,1,0,10.0
39250,22,Male,0,0,0,Unknown,BUSN,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
96085,75,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,1.0
61859,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,0,0,0,0,0.0
94098,42,Female,0,1,1,Unknown,HOME,0,0,0,0,0,0,0,60,60,1,0,1.4142135623730951
8026,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,150,0,150,1,0,1.4142135623730951
40575,29,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,35,Female,0,0,0,Unknown,HOME,0,0,0,0,0,150,0,0,150,1,0,6.0
24917,42,Female,0,0,0,Unknown,BUSN,0,1,0,0,0,0,0,0,35,1,0,0.0
2766,42,Uknown,0,0,1,Unknown,OTR,0,1,0,0,0,0,0,0,0,0,0,0.0
56090,42,Female,0,0,1,Unknown,HOME,0,1,1,0,0,60,0,0,61,1,0,2.0
90265,35,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,200,1,0,1.7320508075688772
29413,25,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,84,1,0,4.0
90265,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,200,1,0,0.0
19352,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,214,1,0,1.4142135623730951
64432,27,Female,1,0,1,Unknown,HOME,1,0,5,0,0,0,0,0,5,1,0,5.291502622129181
94999,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,155,1,0,1.4142135623730951
28385,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0.0
40503,42,Unknown,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,800,1,0,1.7320508075688772
34282,42,Male,0,0,1,Unknown,HOME,0,9,0,664,1000,0,25,0,2839,1,1,729.2825241290237
82513,46,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1,0,1.4142135623730951
27213,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,8,1,0,1.0
23183,32,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,14,1,0,1.7320508075688772
94164,42,Male,0,0,1,Unknown,HOME,0,2,0,0,0,0,0,0,100,1,0,1.0
90265,35,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
53214,74,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
11547,42,Male,0,0,0,Unknown,HOME,0,2,0,0,5,0,0,0,5,1,0,1.0
82721,42,Male,0,0,0,Unknown,HOME,1,4,0,0,0,0,50,0,60,1,0,9.219544457292887
10540,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,50,10,0,60,1,0,12.328828005937952
54430,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,1,5,1,0,1.0
85545,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
12250,42,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,240,1,0,1.4142135623730951
61862,60,Male,1,0,1,Unknown,BUSN,1,0,50,0,0,0,0,0,2011,1,1,53.21653878260028
17859,42,Male,0,0,0,"$100,000-$249,999",BUSN,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Female,0,0,0,"$50,000-$99,999",HOME,0,1,0,0,0,0,0,0,25,1,0,0.0
90265,36,Male,1,0,1,Unknown,HOME,1,0,40,0,0,0,0,100,140,1,1,22.11334438749598
90265,33,Female,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0,0,1.0
39662,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,60,60,1,0,1.0
48083,42,Male,0,1,0,Unknown,HOME,0,1,4500,3500,0,190,0,0,8190,1,1,2526.304415544572
66667,42,Male,0,1,0,"$1-$24,999",HOME,1,0,0,100,0,0,0,0,100,1,0,1.4142135623730951
44854,42,Female,0,0,0,"$50,000-$99,999",HOME,1,1,100,0,0,0,0,0,120,1,0,10.583005244258363
17581,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
17724,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
53553,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,500,1,0,0.0
19076,42,Female,0,0,0,Unknown,HOME,1,1,0,0,0,10,0,0,10,1,0,1.4142135623730951
49318,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0.0
97317,21,Female,1,0,0,"$25,000-$49,999",HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
21032,42,Female,1,1,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
97524,43,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
90265,69,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1000,1,0,5.0
20242,69,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,15,1,0,2.0
46517,42,Female,0,0,0,"$50,000-$99,999",HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
26330,42,Female,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,30,1,0,1.0
77075,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1638,1,0,12.041594578792296
90265,39,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
70036,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,1,150,1,0,1.0
46534,90,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,230,1,0,18.81488772222678
47262,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0.0
83716,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
74523,42,Male,0,0,0,Unknown,HOME,1,0,20,0,0,50,0,0,900,1,1,53.86093203798092
36318,22,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,10,0,210,1,0,11.357816691600547
90007,48,Male,1,1,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,1.4142135623730951
4030,32,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,1,1,1,0,1.4142135623730951
30364,33,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
84060,42,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,100,100,1,0,1.0
76116,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,165,1,0,1.0
90265,42,Male,0,0,0,"$100,000-$249,999",HOME,0,6,0,0,0,0,10,0,10,1,0,4.358898943540674
72566,35,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,70,1,0,3.1622776601683795
60042,33,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
61912,69,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
15341,33,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,100,1,0,1.7320508075688772
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
34292,42,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
78362,42,Female,0,0,0,Unknown,HOME,0,1,0,0,1,0,0,0,1,1,0,0.0
14472,93,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,125,1,0,7.874007874011811
34741,52,Female,0,0,0,"$25,000-$49,999",HOME,0,0,0,90,0,0,0,0,90,1,0,10.246950765959598
2742,42,Male,0,0,0,Unknown,OTR,0,1,0,0,1,0,0,0,1,1,0,0.0
8031,34,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,75,1,0,2.23606797749979
95966,50,Female,1,0,0,Unknown,Unknown,0,0,120,0,0,0,0,0,120,1,0,7.0710678118654755
38628,58,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,410,1,0,10.04987562112089
79058,42,Male,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0,0,0.0
93283,39,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,220,1,0,3.3166247903554
55341,70,Female,0,0,0,"$100,000-$249,999",HOME,1,5,0,0,0,0,0,0,400,1,0,7.745966692414834
41837,24,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1,0,1.0
90265,42,Male,1,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
5069,42,Female,0,0,0,Unknown,HOME,0,0,0,1,0,0,0,0,1,1,0,0.0
91905,42,Female,1,0,0,Unknown,HOME,1,34,0,0,0,0,0,0,365,1,1,25.099800796022265
16442,91,Female,1,1,1,Unknown,HOME,0,6,0,0,0,0,0,0,53,1,0,8.54400374531753
90265,42,Male,0,0,0,Unknown,HOME,0,15,0,0,0,0,400,0,400,1,0,11.045361017187261
29635,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,42,Female,1,0,1,Unknown,HOME,1,0,0,60,0,0,0,0,500,1,1,35.02855977627399
85238,74,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,820,1,0,18.16590212458495
90265,32,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
10562,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
65066,42,Female,0,0,0,"$25,000-$49,999",HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
99347,30,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,25,25,1,0,2.6457513110645907
71350,42,Female,1,0,0,Unknown,HOME,0,2,0,0,100,0,0,0,100,1,0,1.4142135623730951
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,70,0,0,0,70,1,0,0.0
54487,42,Female,1,0,0,Unknown,Unknown,0,0,0,1500,0,349,0,0,1849,1,1,438.5932056017284
80861,42,Female,1,0,1,"$25,000-$49,999",HOME,0,1,0,0,0,0,0,0,25,1,0,1.0
37950,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,1380,1,0,10.099504938362077
21251,36,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,375,1,0,6.0
4344,42,Male,0,0,0,Unknown,BUSN,1,0,0,100,195,0,0,0,295,1,0,17.97220075561143
90265,42,Male,0,0,1,Unknown,HOME,0,1,0,100,78,0,0,0,178,1,0,21.02379604162864
40256,42,Male,0,0,0,Unknown,HOME,0,1,0,2,0,0,0,0,2011,1,0,11.180339887498949
90265,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
29104,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,119,1,0,1.0
21044,42,Male,1,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,85,1,0,1.7320508075688772
32158,42,Female,0,0,0,Unknown,HOME,0,1,0,0,1,0,0,0,1,1,0,0.0
17344,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,150,1,0,0.0
25160,35,Male,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,1.0
28521,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
68843,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
17844,42,Unknown,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
30110,74,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,144,1,0,6.0
96812,48,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
13428,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,48,48,1,0,2.8284271247461903
90073,42,Female,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,120,120,1,0,1.4142135623730951
75023,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
31501,42,Female,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,0,0,0,0.0
56023,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,204,1,0,1.0
90265,42,Female,0,0,0,Unknown,HOME,0,2,0,0,30,0,0,0,200,1,0,20.615528128088304
78204,42,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Female,0,0,0,Unknown,HOME,0,12,0,0,0,0,300,0,470,1,1,109.70870521521982
83855,42,Female,0,0,0,Unknown,HOME,0,1,0,0,2,0,0,0,2,1,0,1.4142135623730951
33780,33,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
74060,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
16505,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,3000,4600,0,7600,1,1,3318.268223034419
12604,42,Male,0,0,1,Unknown,HOME,0,4,250,0,0,0,0,0,250,1,0,3.3166247903554
36427,42,Male,0,0,0,Unknown,HOME,0,0,135,0,0,0,0,0,135,1,0,7.211102550927978
90265,84,Male,1,0,1,Unknown,Unknown,0,8,0,0,0,0,0,0,1365,1,1,26.570660511172846
33430,42,Female,0,0,0,Unknown,HOME,0,1,195,0,0,0,0,0,195,1,0,1.0
36652,42,Uknown,1,0,0,Unknown,Unknown,0,0,300,0,0,0,0,0,343,1,1,31.796226191169293
71834,37,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,0.0
94528,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,4,1,0,0.0
2349,42,Male,0,0,0,"$50,000-$99,999",HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
20815,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
59347,42,Male,0,0,0,Unknown,HOME,1,3,0,0,0,0,50,100,150,1,1,38.43175770115127
60185,42,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,10,1,0,1.0
59642,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,60,1,0,0.0
56164,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0.0
4261,42,Male,0,1,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0,0,1.0
23691,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,25,1,0,0.0
77616,33,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
9507,42,Male,0,0,0,Unknown,HOME,0,1,0,200,75,0,0,0,275,1,0,9.38083151964686
37136,42,Male,0,0,1,"$1-$24,999",HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
84341,42,Male,0,0,1,Unknown,BUSN,0,0,0,0,0,0,0,0,1,1,0,0.0
36851,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,5,1,0,0.0
72325,21,Uknown,0,0,0,Unknown,BUSN,1,0,0,0,0,0,0,0,0,0,0,0.0
90265,1,Unknown,1,1,1,Unknown,Unknown,0,0,0,0,0,0,0,0,700,1,1,33.46640106136302
8551,24,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,110,480,1,1,39.395431207184416
90265,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,1,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0.0
5361,32,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,250,1,0,2.23606797749979
6650,42,Male,0,0,1,Unknown,HOME,1,1,100,0,0,0,0,0,100,1,0,1.0
90265,42,Male,0,0,1,Unknown,HOME,0,1,0,0,30,0,0,0,6210,1,1,85.10581648747635
37402,45,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
49820,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,20,1,0,0.0
75266,42,Uknown,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
90265,42,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,20,1,0,0.0
39367,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
72311,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,25,1,0,0.0
91225,42,Male,0,0,0,"$100,000-$249,999",HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
16125,27,Female,0,0,0,"$100,000-$249,999",HOME,0,0,0,0,0,0,30,0,30,1,0,8.366600265340756
30341,31,Male,1,0,1,Unknown,Unknown,1,0,0,0,0,0,0,0,120,1,0,1.0
32732,23,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,300,300,1,0,15.132745950421556
39356,22,Female,0,0,0,Unknown,HOME,1,0,180,0,0,0,0,0,180,1,0,7.3484692283495345
6420,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,150,0,0,495,1,1,78.10249675906654
30185,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
23110,42,Uknown,0,0,0,"$250,000-$499,999",Unknown,0,0,0,0,0,0,0,0,0,0,0,0.0
52660,23,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,165,1,0,5.744562646538029
18436,52,Male,1,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0,0,1.0
67135,49,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,25,1,0,1.4142135623730951
90265,42,Uknown,0,0,0,"$50,000-$99,999",HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
12588,42,Female,0,0,0,Unknown,BUSN,1,2,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,0,0,1,0,25,0,0,30,1,0,4.69041575982343
90265,25,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
63876,42,Male,0,0,0,Unknown,HOME,1,0,0,120,0,0,0,0,120,1,0,1.0
52738,30,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,300,1,0,2.6457513110645907
73555,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
78711,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,100,1,0,0.0
98430,83,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
57445,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,110,1,0,0.0
4865,42,Male,0,0,1,Unknown,Unknown,0,1,0,2,0,0,0,0,20,1,0,2.0
20788,52,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1,0,2.23606797749979
39180,69,Female,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,1.0
28125,42,Male,0,0,1,Unknown,HOME,0,1,100,0,0,0,0,0,100,1,0,1.0
71330,29,Male,1,0,1,Unknown,HOME,1,0,0,40,0,0,0,0,100,1,0,16.522711641858304
11030,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,70,0,0,70,1,0,1.4142135623730951
75143,42,Female,1,0,0,Unknown,Unknown,0,0,1000,0,1665,150,0,0,2815,1,1,638.4254067626068
96548,25,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,1,1,0,1.0
90265,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
15960,62,Female,0,0,0,Unknown,HOME,0,0,1,0,0,0,0,0,1,1,0,1.4142135623730951
28010,84,Male,0,0,0,Unknown,HOME,0,0,0,1,0,0,90,0,91,1,0,17.406895185529212
95076,42,Male,0,0,1,Unknown,HOME,0,3,0,0,0,0,0,0,0,0,0,0.0
90265,42,Female,0,0,1,"$50,000-$99,999",HOME,0,12,0,0,0,0,0,0,6000,1,1,108.01851693112621
85239,47,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
30669,31,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
778,42,Female,0,0,0,"$1-$24,999",HOME,1,0,0,0,0,0,0,0,1105,1,0,5.0990195135927845
22721,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,35,0,105,1,0,10.0
90265,68,Female,0,0,1,Unknown,HOME,1,3,0,0,0,0,0,0,0,0,0,2.23606797749979
92013,81,Male,0,0,0,"$100,000-$249,999",HOME,0,0,0,0,0,0,0,0,360,1,0,11.180339887498949
90265,24,Female,0,0,0,Unknown,HOME,0,0,0,0,0,25,0,0,125,1,0,18.734993995195193
28725,88,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
63601,42,Male,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Female,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
39161,64,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,11,1,0,2.23606797749979
20619,42,Male,0,1,0,Unknown,HOME,1,1,130,0,0,0,0,0,130,1,0,1.7320508075688772
62875,74,Female,1,0,0,Unknown,HOME,1,4,0,0,0,0,0,0,0,0,0,2.6457513110645907
74434,27,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,135,1,0,5.196152422706632
62561,42,Male,0,0,0,Unknown,HOME,0,1,50,0,0,0,0,0,50,1,0,0.0
83415,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,10,1,0,0.0
90265,42,Female,0,0,1,Unknown,HOME,1,4,0,0,0,0,25,480,505,1,1,32.48076353782343
90265,53,Female,1,0,1,Unknown,Unknown,1,0,0,0,0,0,1,0,1,1,0,1.7320508075688772
24562,45,Unknown,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1,0,1.0
29220,42,Female,0,0,0,"$100,000-$249,999",HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
59745,27,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0,0,0.0
15760,36,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,236,1,0,5.291502622129181
72124,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0,0,0.0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
46516,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
75409,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0,0,0.0
